,Review_Text,Rating,Persona,Age,Location,Body_Type,Review_Date,Item_Name
1198,"Always love the Align pant and these are no exception, however the Arabesque Antoinette Smoky Quartz fabric is very see through, and they don't stay up as well as the regular align, but the print is very pretty in person.",3,SWEATY GENERALIST,25-34,,ATHLETIC,"JULY 11, 2019","Align Pant 28"""
1199,"These are like magic pants, the softest and most comfortable ones I own! However, after only a few wears and mostly just lounging not exercise, they are already pilling in the thigh area. Not sure if I would purchase again, for the money the quality in material isn’t quite there.",4,SWEATY GENERALIST,25-34,MICHIGAN,ATHLETIC,"JULY 11, 2019","Align Pant 28"""
1200,This pair is my go to legging. I wear them to the gym and to my yoga classes. They hug my legs like my own skin and I feel so confident in them!,5,SWEATY GENERALIST,25-34,"VANCOUVER, BC",LEAN,"JULY 11, 2019","Align Pant 28"""
1201,"Initially loved these, so soft but threw them in the wash once and I guess the threading got loose and theres holes in them now. I'd skip these pants. Very disappointing.",1,SWEATY GENERALIST,25-34,,ATHLETIC,"JULY 10, 2019","Align Pant 28"""
1202,Ive had these leggings for only a few months and im very unhappy. They began to pill even with low intensity exercise and just wear around the house. They also began to stretch in the botttom and waist area. Love all other lulu tights but not these!!,1,SWEATY GENERALIST,18-24,,ATHLETIC,"JULY 10, 2019","Align Pant 28"""
1203,I liked the pants a lot and wore them everywhere but after a little while they started to pill and get worn out! Loved them but didn't last a too long!,2,,,,,"JULY 10, 2019","Align Pant 28"""
1204,I bought a pair in a light green shade and they are unfortunately not squat proof at all making them unwearable to the gym. Other than that these are my favourite leggings and will make sure to avoid the paler colours.,3,SWEATY GENERALIST,18-24,,ATHLETIC,"JULY 9, 2019","Align Pant 28"""
1205,"It is such a shame because they are the most comfortable leggings I have ever had. I would totally order them in every color.. expect the pilling is so so so bad. After wearing them maybe twice, everything sticks to them and they start to pill immediately. :( For the price, you would think the material would be longer lasting.",2,,18-24,FLORIDA,LEAN,"JULY 9, 2019","Align Pant 28"""
1206,"So I have about 7 pairs of aligns and I absolutely adore them, however I have a pair of the patterned ones, I find that they appear white if thats the underside color. Like doing a squat or lunge or any straining makes the pants stretch white-ish instead of just the pattern. my advice would be to stick to solid colors",3,,18-24,NEW YORK,LEAN,"JULY 9, 2019","Align Pant 28"""
1207,"Align are my favorite go to yoga pants. They are light, soft and so comfortable. I also love the high waist. Wishing Ruby Red was more red but still love them!",5,SWEATY GENERALIST,55-65,MICHIGAN,SOLID,"JULY 9, 2019","Align Pant 28"""
1208,"I loved these leggings the first time I wore them, then I wore them again and just sat down and got a hole in them from the material snagging. I got these leggings recently and had heard such good things about them, but after the snagged hole, I am disappointed in what had happened for how expensive the price is. Quality does not reflect price.",2,DANCER,18-24,IOWA,SLIM,"JULY 17, 2019","Align Pant 28"""
1209,both my daughters love the pattern...very fun and eye catching,5,DANCER,18-24,FLORIDA,ATHLETIC,"JULY 17, 2019","Align Pant 28"""
1210,"I am obsessed with the way the Align pant fits and the high rise is perfect. I use them for casual outfits, lifting at the gym, and cardio.",3,,,,,"JULY 17, 2019","Align Pant 28"""
1211,"I wish I've ordered everything in size 0! I'm normally a size 2, but I like how the size 0 gives me some compassion . I got three pairs of leggings from lulu (all size 2) last month: a pair of in movement, fast and free, and align. All of them strenched out after a month. This is not cheap and I wish it last longer. I wished I got these in size 0...
I ordered this align in size 0, and it fits perfectly.",1,YOGI,25-34,SAN FRANCISCO,PETITE,"JULY 17, 2019","Align Pant 28"""
1212,I have these in about 10 patterns and colors. I have noticed there is a lot of pilling starting to happen on my camo ones. Both black and green. They need more patterns. I buy ALOT of this brand!,4,SWEATY GENERALIST,45-54,LAS VEGAS,ATHLETIC,"JULY 16, 2019","Align Pant 28"""
1213,Ordered the camo designs (yes both) and I am a wunder under woman but am pleasantly surprised with the fit and feel of the aligns. Just awesome. Very soft. I did see several reviews on the piling issue so I will have to wait and see. I'm a size 4/6 and ordered a 4 and fits perfectly. I do wish the waist wasn't so high as it flips down but I'll adjust. I hope the design team comes out with some nice patterns similar to the wunder unders.,5,SWEATY GENERALIST,35-44,"FORT ST JOHN, BC, CANADA",ATHLETIC,"JULY 15, 2019","Align Pant 28"""
1214,"I love how soft and lightweight these leggings are. Perfect for running or other high intensity activities. I did receive mine with a long pull in the inner thigh seam, which I ordinarily would just pull or cut but I don't want to ruin the leggings all together since they are rather expensive.",4,SWEATY GENERALIST,25-34,NEW YORK,LEAN,"JULY 15, 2019","Align Pant 28"""
1215,"I originally loved these tights. They are not too thick so great to wear to hot yoga. The waistband lays flat and does not move. I have them in black and green (and love the green color because its not too bright). However, I have noticed recently that both pairs of mine are having problems recently with pilling despite only being washed with other lululemon gear in cold water and never put in a dryer. I hope lulu can fix their pilling problem because these are the most comfortable pair of tights I own. My other pairs of tights from lulu have outlasted them and stayed in better condition.",2,RUNNER,18-24,"CHICAGO, IL, USA",ATHLETIC,"JULY 15, 2019","Align Pant 28"""
1216,"I heard these pants were wonderful maternity wear. At first I absolutely loved them, buttery soft fabric, so incredibly comfortable. The fit is quite nice and accomodates a growing bump. After a few wears; however, I noticed major piling on the fabric in many different spots. I had planned to buy a couple more pairs for the remainder of pregnancy and post-partum, but I think the price is too high for such poor quality. Too much piling so quickly makes the pants look old and worn, even though they are months old. Did not buy another pair.",1,YOGI,25-34,MISSISSAUGA ON,ATHLETIC,"JULY 14, 2019","Align Pant 28"""
1217,"My favorite leggings ever! They are so comfortable and stretchy-- they're awesome! I got these about 3 weeks ago and I noticed a snag on the outer thigh...
I wish they were low-rise, but overall I recommend them to you!",4,RUNNER,UNDER 18,"MINNEAPOLIS, MN, USA",SLIM,"JULY 13, 2019","Align Pant 28"""
1218,Love them,5,SWEATY GENERALIST,35-44,FLORIDA,LEAN,"JULY 13, 2019","Align Pant 28"""
1219,"It is very comfortable to wear, but it is not sweatproof. I felt really embarrassed walking in the gym. It is true to the size.",3,SWEATY GENERALIST,25-34,"LONG BEACH, CA",ATHLETIC,"JULY 13, 2019","Align Pant 28"""
1220,"I love the fit of these leggings, they are the perfect length, tight but not see through, and the naked sensation is real. However, I purchased these leggings a month ago and have not worked out in them, and they have already begun unraveling and falling apart at the seams. For the price, they are not worth it. I am very disappointed and will not be repurchasing the align pants again.",2,RUNNER,18-24,"SCOTTSDALE, ARIZONA",SLIM,"JULY 13, 2019","Align Pant 28"""
1221,"I have had 5+ pairs of aligns, all of which have begun to undo at the seams and pill within the first month. I wash all of my lulu's inside out, in cold water by themselves. I absolutely love the fit and look of these leggings, its unfortunate how low quality they are... do not recommend.",1,,25-34,,ATHLETIC,"JULY 12, 2019","Align Pant 28"""
1222,"The fit and feel are amazing, unfortunately the quality is questionable.
My daughter has been wearing her favorite olive colored align pants for a couple months. Today she splashed some water on them and because you could see the water stain, I suggested she use a blow dryer to dry it. I watched her do it and she was moving the blow dryer back and forth over the water stain....she pulled the fabric from her leg as it felt warm. She then turned the blow dryer off and there were holes in her pants in the area where she was blowing them dry. I understand that lululemon stands behind the quality of their products, but they won't stand behind this as external source was used. I understand what they are saying, but a high quality product wouldn't get holes from a blow dryer. Although it doesn't happen often, I have dried my clothes with a blow dryer for minor spills and I have never had this happen before. Yes, it shouldn't have been used (we always wash with cold water and hang to dry), but for the price of these, I would expect a higher quality of fabric that could withstand this.",2,,,,,"JULY 12, 2019","Align Pant 28"""
1223,"I was so excited when I got these, but that excitement did not last long. I wore them TWICE and they were already covered in pills. Are these products only made for legs that will never rub together?? Absolutely disappointed and blown away that such a well known brand and 100$ can get you such an ineffective product.",1,,,,,"JULY 12, 2019","Align Pant 28"""
1224,I received my order yesterday washed them and wearing them now i ordered a sage green and loved them nib work in health care plus i am in exercise classes and they are awesome. I ordered them in purple flowered and they are the most comfortable and soft leggings i own. I got them on sale i wanted to order 2 more colors but i do not see them anymore. But if i see them again i w/o defintely order 2 more pairs in different colors great job luluemon these are the best. They rock !!!!!!!!,5,YOGI,45-54,PHOENIX ARIZONA,PETITE,"JULY 12, 2019","Align Pant 28"""
1225,These leggings by far are the best I’ve ever had. They fit really nice. I’m a waist size 26 and got a size XS and they fit me great. They sit right below my belly button and they’re so soft. I don’t think I’ll ever buy a different brand leggings. Definitely see why all the hype is about,5,,25-34,CALIFORNIA,LEAN,"JULY 12, 2019","Align Pant 28"""
1226,"I love wearing leggings and yoga pants, and pretty much live in them. Honestly though, I don't usually spend this much money on a single pair, and wondered why anyone would. So, this was a bit of a revelation for me, after my boyfriend gave me the money to buy a couple pairs for my birthday. I bought one pair each in black and white.",5,SWEATY GENERALIST,35-44,"MINNEAPOLIS, MN",ATHLETIC,"JULY 11, 2019","Align Pant 28"""
1227,"Snagged these while they were on sale online and they are super soft, comfortable and easy to wear! I’m 5 months pregnant and these leggings are the most comfortable “pants” for me to wear. I have 2 pairs, black and a pastel green, and the black ones have pilled a bit after many uses/washes but that’s probably my fault for not washing them on the gentle cycle. I just threw my new pastel green ones on gentle cycle and tumble dried low inside out prior to wearing last week and no pilling thus far. Only downside of the leggings is that in the lighter colors, lady parts are much more visible so it’s important to wear longer tops but that’s the case for all brands in my experience.
Price seems high for leggings but if you wear them as often as I do, they’re completely worth it.",4,SWEATY GENERALIST,25-34,"SEATTLE, WA",PETITE,"JULY 11, 2019","Align Pant 28"""
1228,"Always love the Align pant and these are no exception, however the Arabesque Antoinette Smoky Quartz fabric is very see through, and they don't stay up as well as the regular align, but the print is very pretty in person.",3,SWEATY GENERALIST,25-34,,ATHLETIC,"JULY 11, 2019","Align Pant 28"""
1229,"These are like magic pants, the softest and most comfortable ones I own! However, after only a few wears and mostly just lounging not exercise, they are already pilling in the thigh area. Not sure if I would purchase again, for the money the quality in material isn’t quite there.",4,SWEATY GENERALIST,25-34,MICHIGAN,ATHLETIC,"JULY 11, 2019","Align Pant 28"""
1230,This pair is my go to legging. I wear them to the gym and to my yoga classes. They hug my legs like my own skin and I feel so confident in them!,5,SWEATY GENERALIST,25-34,"VANCOUVER, BC",LEAN,"JULY 11, 2019","Align Pant 28"""
1231,"Initially loved these, so soft but threw them in the wash once and I guess the threading got loose and theres holes in them now. I'd skip these pants. Very disappointing.",1,SWEATY GENERALIST,25-34,,ATHLETIC,"JULY 10, 2019","Align Pant 28"""
1232,Ive had these leggings for only a few months and im very unhappy. They began to pill even with low intensity exercise and just wear around the house. They also began to stretch in the botttom and waist area. Love all other lulu tights but not these!!,1,SWEATY GENERALIST,18-24,,ATHLETIC,"JULY 10, 2019","Align Pant 28"""
1233,I liked the pants a lot and wore them everywhere but after a little while they started to pill and get worn out! Loved them but didn't last a too long!,2,,,,,"JULY 10, 2019","Align Pant 28"""
1234,I bought a pair in a light green shade and they are unfortunately not squat proof at all making them unwearable to the gym. Other than that these are my favourite leggings and will make sure to avoid the paler colours.,3,SWEATY GENERALIST,18-24,,ATHLETIC,"JULY 9, 2019","Align Pant 28"""
1235,"It is such a shame because they are the most comfortable leggings I have ever had. I would totally order them in every color.. expect the pilling is so so so bad. After wearing them maybe twice, everything sticks to them and they start to pill immediately. :( For the price, you would think the material would be longer lasting.",2,,18-24,FLORIDA,LEAN,"JULY 9, 2019","Align Pant 28"""
1236,"So I have about 7 pairs of aligns and I absolutely adore them, however I have a pair of the patterned ones, I find that they appear white if thats the underside color. Like doing a squat or lunge or any straining makes the pants stretch white-ish instead of just the pattern. my advice would be to stick to solid colors",3,,18-24,NEW YORK,LEAN,"JULY 9, 2019","Align Pant 28"""
1237,"Align are my favorite go to yoga pants. They are light, soft and so comfortable. I also love the high waist. Wishing Ruby Red was more red but still love them!",5,SWEATY GENERALIST,55-65,MICHIGAN,SOLID,"JULY 9, 2019","Align Pant 28"""
1238,"I loved these leggings the first time I wore them, then I wore them again and just sat down and got a hole in them from the material snagging. I got these leggings recently and had heard such good things about them, but after the snagged hole, I am disappointed in what had happened for how expensive the price is. Quality does not reflect price.",2,DANCER,18-24,IOWA,SLIM,"JULY 17, 2019","Align Pant 28"""
1239,both my daughters love the pattern...very fun and eye catching,5,DANCER,18-24,FLORIDA,ATHLETIC,"JULY 17, 2019","Align Pant 28"""
1240,"I am obsessed with the way the Align pant fits and the high rise is perfect. I use them for casual outfits, lifting at the gym, and cardio.",3,,,,,"JULY 17, 2019","Align Pant 28"""
1241,"I wish I've ordered everything in size 0! I'm normally a size 2, but I like how the size 0 gives me some compassion . I got three pairs of leggings from lulu (all size 2) last month: a pair of in movement, fast and free, and align. All of them strenched out after a month. This is not cheap and I wish it last longer. I wished I got these in size 0...
I ordered this align in size 0, and it fits perfectly.",1,YOGI,25-34,SAN FRANCISCO,PETITE,"JULY 17, 2019","Align Pant 28"""
1242,I have these in about 10 patterns and colors. I have noticed there is a lot of pilling starting to happen on my camo ones. Both black and green. They need more patterns. I buy ALOT of this brand!,4,SWEATY GENERALIST,45-54,LAS VEGAS,ATHLETIC,"JULY 16, 2019","Align Pant 28"""
1243,Ordered the camo designs (yes both) and I am a wunder under woman but am pleasantly surprised with the fit and feel of the aligns. Just awesome. Very soft. I did see several reviews on the piling issue so I will have to wait and see. I'm a size 4/6 and ordered a 4 and fits perfectly. I do wish the waist wasn't so high as it flips down but I'll adjust. I hope the design team comes out with some nice patterns similar to the wunder unders.,5,SWEATY GENERALIST,35-44,"FORT ST JOHN, BC, CANADA",ATHLETIC,"JULY 15, 2019","Align Pant 28"""
1244,"I love how soft and lightweight these leggings are. Perfect for running or other high intensity activities. I did receive mine with a long pull in the inner thigh seam, which I ordinarily would just pull or cut but I don't want to ruin the leggings all together since they are rather expensive.",4,SWEATY GENERALIST,25-34,NEW YORK,LEAN,"JULY 15, 2019","Align Pant 28"""
1245,"I originally loved these tights. They are not too thick so great to wear to hot yoga. The waistband lays flat and does not move. I have them in black and green (and love the green color because its not too bright). However, I have noticed recently that both pairs of mine are having problems recently with pilling despite only being washed with other lululemon gear in cold water and never put in a dryer. I hope lulu can fix their pilling problem because these are the most comfortable pair of tights I own. My other pairs of tights from lulu have outlasted them and stayed in better condition.",2,RUNNER,18-24,"CHICAGO, IL, USA",ATHLETIC,"JULY 15, 2019","Align Pant 28"""
1246,"I heard these pants were wonderful maternity wear. At first I absolutely loved them, buttery soft fabric, so incredibly comfortable. The fit is quite nice and accomodates a growing bump. After a few wears; however, I noticed major piling on the fabric in many different spots. I had planned to buy a couple more pairs for the remainder of pregnancy and post-partum, but I think the price is too high for such poor quality. Too much piling so quickly makes the pants look old and worn, even though they are months old. Did not buy another pair.",1,YOGI,25-34,MISSISSAUGA ON,ATHLETIC,"JULY 14, 2019","Align Pant 28"""
1247,"My favorite leggings ever! They are so comfortable and stretchy-- they're awesome! I got these about 3 weeks ago and I noticed a snag on the outer thigh...
I wish they were low-rise, but overall I recommend them to you!",4,RUNNER,UNDER 18,"MINNEAPOLIS, MN, USA",SLIM,"JULY 13, 2019","Align Pant 28"""
1248,Love them,5,SWEATY GENERALIST,35-44,FLORIDA,LEAN,"JULY 13, 2019","Align Pant 28"""
1249,"It is very comfortable to wear, but it is not sweatproof. I felt really embarrassed walking in the gym. It is true to the size.",3,SWEATY GENERALIST,25-34,"LONG BEACH, CA",ATHLETIC,"JULY 13, 2019","Align Pant 28"""
1250,"I love the fit of these leggings, they are the perfect length, tight but not see through, and the naked sensation is real. However, I purchased these leggings a month ago and have not worked out in them, and they have already begun unraveling and falling apart at the seams. For the price, they are not worth it. I am very disappointed and will not be repurchasing the align pants again.",2,RUNNER,18-24,"SCOTTSDALE, ARIZONA",SLIM,"JULY 13, 2019","Align Pant 28"""
1251,"I have had 5+ pairs of aligns, all of which have begun to undo at the seams and pill within the first month. I wash all of my lulu's inside out, in cold water by themselves. I absolutely love the fit and look of these leggings, its unfortunate how low quality they are... do not recommend.",1,,25-34,,ATHLETIC,"JULY 12, 2019","Align Pant 28"""
1252,"The fit and feel are amazing, unfortunately the quality is questionable.
My daughter has been wearing her favorite olive colored align pants for a couple months. Today she splashed some water on them and because you could see the water stain, I suggested she use a blow dryer to dry it. I watched her do it and she was moving the blow dryer back and forth over the water stain....she pulled the fabric from her leg as it felt warm. She then turned the blow dryer off and there were holes in her pants in the area where she was blowing them dry. I understand that lululemon stands behind the quality of their products, but they won't stand behind this as external source was used. I understand what they are saying, but a high quality product wouldn't get holes from a blow dryer. Although it doesn't happen often, I have dried my clothes with a blow dryer for minor spills and I have never had this happen before. Yes, it shouldn't have been used (we always wash with cold water and hang to dry), but for the price of these, I would expect a higher quality of fabric that could withstand this.",2,,,,,"JULY 12, 2019","Align Pant 28"""
1253,"I was so excited when I got these, but that excitement did not last long. I wore them TWICE and they were already covered in pills. Are these products only made for legs that will never rub together?? Absolutely disappointed and blown away that such a well known brand and 100$ can get you such an ineffective product.",1,,,,,"JULY 12, 2019","Align Pant 28"""
1254,I received my order yesterday washed them and wearing them now i ordered a sage green and loved them nib work in health care plus i am in exercise classes and they are awesome. I ordered them in purple flowered and they are the most comfortable and soft leggings i own. I got them on sale i wanted to order 2 more colors but i do not see them anymore. But if i see them again i w/o defintely order 2 more pairs in different colors great job luluemon these are the best. They rock !!!!!!!!,5,YOGI,45-54,PHOENIX ARIZONA,PETITE,"JULY 12, 2019","Align Pant 28"""
1255,These leggings by far are the best I’ve ever had. They fit really nice. I’m a waist size 26 and got a size XS and they fit me great. They sit right below my belly button and they’re so soft. I don’t think I’ll ever buy a different brand leggings. Definitely see why all the hype is about,5,,25-34,CALIFORNIA,LEAN,"JULY 12, 2019","Align Pant 28"""
1256,"I love wearing leggings and yoga pants, and pretty much live in them. Honestly though, I don't usually spend this much money on a single pair, and wondered why anyone would. So, this was a bit of a revelation for me, after my boyfriend gave me the money to buy a couple pairs for my birthday. I bought one pair each in black and white.",5,SWEATY GENERALIST,35-44,"MINNEAPOLIS, MN",ATHLETIC,"JULY 11, 2019","Align Pant 28"""
1257,"Snagged these while they were on sale online and they are super soft, comfortable and easy to wear! I’m 5 months pregnant and these leggings are the most comfortable “pants” for me to wear. I have 2 pairs, black and a pastel green, and the black ones have pilled a bit after many uses/washes but that’s probably my fault for not washing them on the gentle cycle. I just threw my new pastel green ones on gentle cycle and tumble dried low inside out prior to wearing last week and no pilling thus far. Only downside of the leggings is that in the lighter colors, lady parts are much more visible so it’s important to wear longer tops but that’s the case for all brands in my experience.
Price seems high for leggings but if you wear them as often as I do, they’re completely worth it.",4,SWEATY GENERALIST,25-34,"SEATTLE, WA",PETITE,"JULY 11, 2019","Align Pant 28"""
1258,"Always love the Align pant and these are no exception, however the Arabesque Antoinette Smoky Quartz fabric is very see through, and they don't stay up as well as the regular align, but the print is very pretty in person.",3,SWEATY GENERALIST,25-34,,ATHLETIC,"JULY 11, 2019","Align Pant 28"""
1259,"These are like magic pants, the softest and most comfortable ones I own! However, after only a few wears and mostly just lounging not exercise, they are already pilling in the thigh area. Not sure if I would purchase again, for the money the quality in material isn’t quite there.",4,SWEATY GENERALIST,25-34,MICHIGAN,ATHLETIC,"JULY 11, 2019","Align Pant 28"""
1260,This pair is my go to legging. I wear them to the gym and to my yoga classes. They hug my legs like my own skin and I feel so confident in them!,5,SWEATY GENERALIST,25-34,"VANCOUVER, BC",LEAN,"JULY 11, 2019","Align Pant 28"""
1261,"Initially loved these, so soft but threw them in the wash once and I guess the threading got loose and theres holes in them now. I'd skip these pants. Very disappointing.",1,SWEATY GENERALIST,25-34,,ATHLETIC,"JULY 10, 2019","Align Pant 28"""
1262,Ive had these leggings for only a few months and im very unhappy. They began to pill even with low intensity exercise and just wear around the house. They also began to stretch in the botttom and waist area. Love all other lulu tights but not these!!,1,SWEATY GENERALIST,18-24,,ATHLETIC,"JULY 10, 2019","Align Pant 28"""
1263,I liked the pants a lot and wore them everywhere but after a little while they started to pill and get worn out! Loved them but didn't last a too long!,2,,,,,"JULY 10, 2019","Align Pant 28"""
1264,I bought a pair in a light green shade and they are unfortunately not squat proof at all making them unwearable to the gym. Other than that these are my favourite leggings and will make sure to avoid the paler colours.,3,SWEATY GENERALIST,18-24,,ATHLETIC,"JULY 9, 2019","Align Pant 28"""
1265,"It is such a shame because they are the most comfortable leggings I have ever had. I would totally order them in every color.. expect the pilling is so so so bad. After wearing them maybe twice, everything sticks to them and they start to pill immediately. :( For the price, you would think the material would be longer lasting.",2,,18-24,FLORIDA,LEAN,"JULY 9, 2019","Align Pant 28"""
1266,"So I have about 7 pairs of aligns and I absolutely adore them, however I have a pair of the patterned ones, I find that they appear white if thats the underside color. Like doing a squat or lunge or any straining makes the pants stretch white-ish instead of just the pattern. my advice would be to stick to solid colors",3,,18-24,NEW YORK,LEAN,"JULY 9, 2019","Align Pant 28"""
1267,"Align are my favorite go to yoga pants. They are light, soft and so comfortable. I also love the high waist. Wishing Ruby Red was more red but still love them!",5,SWEATY GENERALIST,55-65,MICHIGAN,SOLID,"JULY 9, 2019","Align Pant 28"""
1268,"I loved these leggings the first time I wore them, then I wore them again and just sat down and got a hole in them from the material snagging. I got these leggings recently and had heard such good things about them, but after the snagged hole, I am disappointed in what had happened for how expensive the price is. Quality does not reflect price.",2,DANCER,18-24,IOWA,SLIM,"JULY 17, 2019","Align Pant 28"""
1269,both my daughters love the pattern...very fun and eye catching,5,DANCER,18-24,FLORIDA,ATHLETIC,"JULY 17, 2019","Align Pant 28"""
1270,"I am obsessed with the way the Align pant fits and the high rise is perfect. I use them for casual outfits, lifting at the gym, and cardio.",3,,,,,"JULY 17, 2019","Align Pant 28"""
1271,"I wish I've ordered everything in size 0! I'm normally a size 2, but I like how the size 0 gives me some compassion . I got three pairs of leggings from lulu (all size 2) last month: a pair of in movement, fast and free, and align. All of them strenched out after a month. This is not cheap and I wish it last longer. I wished I got these in size 0...
I ordered this align in size 0, and it fits perfectly.",1,YOGI,25-34,SAN FRANCISCO,PETITE,"JULY 17, 2019","Align Pant 28"""
1272,I have these in about 10 patterns and colors. I have noticed there is a lot of pilling starting to happen on my camo ones. Both black and green. They need more patterns. I buy ALOT of this brand!,4,SWEATY GENERALIST,45-54,LAS VEGAS,ATHLETIC,"JULY 16, 2019","Align Pant 28"""
1273,Ordered the camo designs (yes both) and I am a wunder under woman but am pleasantly surprised with the fit and feel of the aligns. Just awesome. Very soft. I did see several reviews on the piling issue so I will have to wait and see. I'm a size 4/6 and ordered a 4 and fits perfectly. I do wish the waist wasn't so high as it flips down but I'll adjust. I hope the design team comes out with some nice patterns similar to the wunder unders.,5,SWEATY GENERALIST,35-44,"FORT ST JOHN, BC, CANADA",ATHLETIC,"JULY 15, 2019","Align Pant 28"""
1274,"I love how soft and lightweight these leggings are. Perfect for running or other high intensity activities. I did receive mine with a long pull in the inner thigh seam, which I ordinarily would just pull or cut but I don't want to ruin the leggings all together since they are rather expensive.",4,SWEATY GENERALIST,25-34,NEW YORK,LEAN,"JULY 15, 2019","Align Pant 28"""
1275,"I originally loved these tights. They are not too thick so great to wear to hot yoga. The waistband lays flat and does not move. I have them in black and green (and love the green color because its not too bright). However, I have noticed recently that both pairs of mine are having problems recently with pilling despite only being washed with other lululemon gear in cold water and never put in a dryer. I hope lulu can fix their pilling problem because these are the most comfortable pair of tights I own. My other pairs of tights from lulu have outlasted them and stayed in better condition.",2,RUNNER,18-24,"CHICAGO, IL, USA",ATHLETIC,"JULY 15, 2019","Align Pant 28"""
1276,"I heard these pants were wonderful maternity wear. At first I absolutely loved them, buttery soft fabric, so incredibly comfortable. The fit is quite nice and accomodates a growing bump. After a few wears; however, I noticed major piling on the fabric in many different spots. I had planned to buy a couple more pairs for the remainder of pregnancy and post-partum, but I think the price is too high for such poor quality. Too much piling so quickly makes the pants look old and worn, even though they are months old. Did not buy another pair.",1,YOGI,25-34,MISSISSAUGA ON,ATHLETIC,"JULY 14, 2019","Align Pant 28"""
1277,"My favorite leggings ever! They are so comfortable and stretchy-- they're awesome! I got these about 3 weeks ago and I noticed a snag on the outer thigh...
I wish they were low-rise, but overall I recommend them to you!",4,RUNNER,UNDER 18,"MINNEAPOLIS, MN, USA",SLIM,"JULY 13, 2019","Align Pant 28"""
1278,Love them,5,SWEATY GENERALIST,35-44,FLORIDA,LEAN,"JULY 13, 2019","Align Pant 28"""
1279,"It is very comfortable to wear, but it is not sweatproof. I felt really embarrassed walking in the gym. It is true to the size.",3,SWEATY GENERALIST,25-34,"LONG BEACH, CA",ATHLETIC,"JULY 13, 2019","Align Pant 28"""
1280,"I love the fit of these leggings, they are the perfect length, tight but not see through, and the naked sensation is real. However, I purchased these leggings a month ago and have not worked out in them, and they have already begun unraveling and falling apart at the seams. For the price, they are not worth it. I am very disappointed and will not be repurchasing the align pants again.",2,RUNNER,18-24,"SCOTTSDALE, ARIZONA",SLIM,"JULY 13, 2019","Align Pant 28"""
1281,"I have had 5+ pairs of aligns, all of which have begun to undo at the seams and pill within the first month. I wash all of my lulu's inside out, in cold water by themselves. I absolutely love the fit and look of these leggings, its unfortunate how low quality they are... do not recommend.",1,,25-34,,ATHLETIC,"JULY 12, 2019","Align Pant 28"""
1282,"The fit and feel are amazing, unfortunately the quality is questionable.
My daughter has been wearing her favorite olive colored align pants for a couple months. Today she splashed some water on them and because you could see the water stain, I suggested she use a blow dryer to dry it. I watched her do it and she was moving the blow dryer back and forth over the water stain....she pulled the fabric from her leg as it felt warm. She then turned the blow dryer off and there were holes in her pants in the area where she was blowing them dry. I understand that lululemon stands behind the quality of their products, but they won't stand behind this as external source was used. I understand what they are saying, but a high quality product wouldn't get holes from a blow dryer. Although it doesn't happen often, I have dried my clothes with a blow dryer for minor spills and I have never had this happen before. Yes, it shouldn't have been used (we always wash with cold water and hang to dry), but for the price of these, I would expect a higher quality of fabric that could withstand this.",2,,,,,"JULY 12, 2019","Align Pant 28"""
1283,"I was so excited when I got these, but that excitement did not last long. I wore them TWICE and they were already covered in pills. Are these products only made for legs that will never rub together?? Absolutely disappointed and blown away that such a well known brand and 100$ can get you such an ineffective product.",1,,,,,"JULY 12, 2019","Align Pant 28"""
1284,I received my order yesterday washed them and wearing them now i ordered a sage green and loved them nib work in health care plus i am in exercise classes and they are awesome. I ordered them in purple flowered and they are the most comfortable and soft leggings i own. I got them on sale i wanted to order 2 more colors but i do not see them anymore. But if i see them again i w/o defintely order 2 more pairs in different colors great job luluemon these are the best. They rock !!!!!!!!,5,YOGI,45-54,PHOENIX ARIZONA,PETITE,"JULY 12, 2019","Align Pant 28"""
1285,These leggings by far are the best I’ve ever had. They fit really nice. I’m a waist size 26 and got a size XS and they fit me great. They sit right below my belly button and they’re so soft. I don’t think I’ll ever buy a different brand leggings. Definitely see why all the hype is about,5,,25-34,CALIFORNIA,LEAN,"JULY 12, 2019","Align Pant 28"""
1286,"I love wearing leggings and yoga pants, and pretty much live in them. Honestly though, I don't usually spend this much money on a single pair, and wondered why anyone would. So, this was a bit of a revelation for me, after my boyfriend gave me the money to buy a couple pairs for my birthday. I bought one pair each in black and white.",5,SWEATY GENERALIST,35-44,"MINNEAPOLIS, MN",ATHLETIC,"JULY 11, 2019","Align Pant 28"""
1287,"Snagged these while they were on sale online and they are super soft, comfortable and easy to wear! I’m 5 months pregnant and these leggings are the most comfortable “pants” for me to wear. I have 2 pairs, black and a pastel green, and the black ones have pilled a bit after many uses/washes but that’s probably my fault for not washing them on the gentle cycle. I just threw my new pastel green ones on gentle cycle and tumble dried low inside out prior to wearing last week and no pilling thus far. Only downside of the leggings is that in the lighter colors, lady parts are much more visible so it’s important to wear longer tops but that’s the case for all brands in my experience.
Price seems high for leggings but if you wear them as often as I do, they’re completely worth it.",4,SWEATY GENERALIST,25-34,"SEATTLE, WA",PETITE,"JULY 11, 2019","Align Pant 28"""
1288,"Always love the Align pant and these are no exception, however the Arabesque Antoinette Smoky Quartz fabric is very see through, and they don't stay up as well as the regular align, but the print is very pretty in person.",3,SWEATY GENERALIST,25-34,,ATHLETIC,"JULY 11, 2019","Align Pant 28"""
