,Review_Text,Rating,Persona,Age,Item_Name
798,"I will start by saying that I adore my two Scuba Hoodie's! They are either the 1 or 2, I don't remember, but they are the ones that had that ribbing detail outlining the Lululemon symbol seaming across the front. They are so nice and cozy and thick! Every time I put one of them on it just reeks of QUALITY! Well, I purchased this current one in the dark olive (because I LOVE the color), and it is being returned. I ALWAYS follow Lulu's washing instructions and I NEVER dry any Lulu stuff. Well this just feels super cheap, and LOOKS way cheaper than my other two. One thing I also love about my Scuba's is that the hood is super functional, and I've used it quite a bit! They stay on and really protect when needed. Well, when I tried using the hood of the new one it kept sliding off when the wind blew. Not good. Lastly, I must mention that I size up one size in these because I like the fit better. And whereas the lower sleeves are somewhat snug on all of them, this new one is TOO snug and drives me insane. Thank you for always standing behind your product and sending me a return label Lulu! But I sure wish I could replace it with one that had better quality!! Please consider returning to the quality of the older ones!! Honestly, at $118 I could justify it with the old ones, but by FAR these new ones don't come close to justifying this cost.",1,RUNNER,45-54,"Scuba Hoodie
Light Cotton Fleece"
799,I recently got a new grey Scuba Hoodie. After just a couple of wears and one hand wash it pills everywhere. I have two older Scubas (II) that still look like I bought them yesterday. I only wear my new Scuba Hoodie (IV) at home now as it looks as I bought them at Walmart. Very disappointed. Please bring back the good old Lulu quality from Scuba II.,1,RUNNER,35-44,"Scuba Hoodie
Light Cotton Fleece"
800,I bought this hoodie because it looked super cute and feels soft and comfortable. The fit is a little roomier but I still bought it in my usual size 8. Unfortunately after only a couple of washes it started to pill all over and especially under the arms. It's so bally now that I only wear it around the house- definitely not what I expected from the Lululemon quality I have known over the last 5 years.,2,RUNNER,25-34,"Scuba Hoodie
Light Cotton Fleece"
801,"I have been a long time fan of Lulu leggings (normally a size 6-8) because of their quality and fit. I finally decided to invest in a solid black scuba hoodie, and initially was very pleased with my purchase! I am 6'1"" with a slim waist but broad shoulders, and I was impressed that the size 12 actually fit decently. It was the right length, had super long arms, and wasn't overly big through the middle (which I often struggle with in women's tops in general). However, I found that after just one wash (following the care instructions exactly as written) the color faded around the seams, making this initially nice hoodie look worn. After a second wash, it started to lose its shape around the waist, making it appear boxy. I really wanted to love this hoodie, but am a bit frustrated that a $118 sweatshirt from Lulu wasn't holding up.",3,SWEATY GENERALIST,18-24,"Scuba Hoodie
Light Cotton Fleece"
802,"I got my first scuba hoodie many years ago and it's still looks new. I was so in love with that hoodie that I bought another one.
I really appreciated the small upgrades such as the cell phone holder inside the pocket. But I have to say that the material is not the same as my first hoodie. After a few months I started to feel pilling in the back of the hoodie, and the fit was a little different from the first one. The new scuba fits a lot more lose around the waste while the band is still tight, so when it's zipped up, it looks very lose. Needless to say that I'm not as happy about my second purchase.",3,RUNNER,25-34,"Scuba Hoodie
Light Cotton Fleece"
803,"I bought this in Serene Blue in size 2 in the WMTM section and I have been loving this hoodie so far. For reference, I am 5""2 115lbs. I wear this to the gym, casually for errands, and even lounging at home. It is so comfy and the fit is great. I've never owned any of the previous scuba hoodies but I remember trying them in store and thinking they were way too tight so I never ended up purchasing them. I love the fit of the scuba IV because it's roomier so I can use it for layering. I've washed this twice now and the hoodie still looks fine - no fading in colour or pilling. I am definitely going to pick up another one in the future.",5,SWEATY GENERALIST,25-34,"Scuba Hoodie
Light Cotton Fleece"
804,"Hands down this is my favorite hoodie I own; I wear it almost daily. I have very long arms and the sleeves fit perfect! Normally long sleeve anything doesn't fit me correctly. I own two colors, evergreen and heathered black, I wash them inside out on cold with my other workout gear and they are holding up great.",5,,35-44,"Scuba Hoodie
Light Cotton Fleece"
805,"I received the Flash Tone jacket as a gift and I really love it. The color is vibrant and sharp. However, I bought the midnight navy which based on the website I thought would be a deep, rich navy. Instead it looks lilke an old faded sweatshirt that was washed multiple times. Pretty disappointed but it is comfortable. Debating whether or not to keep it only to avoid the hassle of yet another return.",2,SWEATY GENERALIST,25-34,"Scuba Hoodie
Light Cotton Fleece"
806,"The hoodie dye and material fade and deteriorate very fast. If you get solid colored ones, the hoodies will look after just a couple wash, stick to pattern/heathered ones. Sadly, some of the zippers of my hoodies stop working properly, too",2,RUNNER,,"Scuba Hoodie
Light Cotton Fleece"
807,"I have been a Lulu customer for years now and have noticed that Scuba's are becoming hit or miss. A year ago I ordered the Scuba Travel hoodie and absolutely loved everything about it(please bring it back!!). Over Christmas I bought a Classic Cotton Fleece Scuba(Scuba III) and this was just as nice(minus all of the pockets of the travel). So given my happiness with these two, I decided to purchase this one in Blazer Blue, but I am very disappointed. First, the color and material looks very cheap, almost like an old faded sweatshirt would like. Second, the sweatshirt itself is much shorter and boxier than my other scuba hoodies, this is a very unattractive look. Lastly, the hoodie fits very strangely because it is loose in the body, but tight in the upper arms and across the back and doesn't have the stretch that the other hoodies do(it feels like it is going to rip when you extend your arms). This issue is not a matter of the wrong size because I am a 6 in my Scuba III, but ordered this one(Scuba IV) in 8. Overall very disappointed because I really wanted to love this sweatshirt.",1,RUNNER,25-34,"Scuba Hoodie
Light Cotton Fleece"
808,"I love my first ever Scuba sweater. It is so warm and comfy. Although, the color is slowly fading unfortunately, I would still consider buying another one but a different color.",4,,,"Scuba Hoodie
Light Cotton Fleece"
809,I own two of these. They were purchased/gifted within weeks of one another. One is a patterned blue one and is AWESOME. It fits well and till this day I get compliments on it.,3,SWEATY GENERALIST,35-44,"Scuba Hoodie
Light Cotton Fleece"
810,"I have many of these over the years but the fit and finish of each one is so different! I usually purchase two of the same item! :P But some of the black ones fade easier than others! I have one where I have worn probably just a handful times in two months and washed about 2 times but it faded more than one that I wore and washed for a year!! So, I don't know which ones fade easier than others but I always wash in cold water on the gentle cycle and hang dry but it still fades. So, regardless..I still buy them because I like them but wish their quality is better as I really only prefer black!!",1,,,"Scuba Hoodie
Light Cotton Fleece"
811,"I was so excited to finally invest in another Scuba hoodie after 5+years of loving my old one. I went with the Serene Blue. A couple things to be aware of if you're looking at one for yourself: the serene blue color is more of a lilac, it's definitely not blue. Mine appears almost like it was washed heavily or heathered color. There is also a seaming issue on the bottom of the hoodie, and I have not even worn it yet. One side already has a ripped seam - hoping it won't get worse over time! Of course it was a WMTM so I can't return it, but the quality shouldn't be compromised - it's still a $ 90 sweatshirt on sale.",3,SWEATY GENERALIST,25-34,"Scuba Hoodie
Light Cotton Fleece"
812,"I ordered the fluttterby PINK size 12 it is AMAZING!!!! the color is so light pink almost white , just beautiful. The hoodie is SOFT, I am a big fan of this hoodie and color , I would recommend it to everyone. I always order these larger for comfort if available I always order 12 in a scuba, I have extra room that way to wear other tops underneath. The hoodie is just the right length on me I am 5'3"" approx 130lbs. HITS about the mid hip love the new zipper you have incorporated this season, the pockets are large enough to hold all essentials and the hood is very large to protect from elements. I can't say enough good things about this hoodie but the PINK is BEAUTIFUL the softness is terrific I am a HAPPY BUYER , would love to see it in angel white or bark berry again :) 5 STARS LULULEMON",5,RUNNER,45-54,"Scuba Hoodie
Light Cotton Fleece"
813,"I just bought my 6th one, they are worth the money. I size down from the ""classic"" version and go with TTS since the shoulders seem to have more room stretch. The heathered colors wash well so this is all I will buy now... the solid colors seem to lose their vividness after only a few washes (cold water, line dry).",4,YOGI,35-44,"Scuba Hoodie
Light Cotton Fleece"
814,"loved this hoodie when I first bought it, and decided to go with it in black so it'd go with everything. After just the first wash I noticed fading around the zipper, cuffs and most major seems. By the 2nd or 3rd wash the fading was all over - it now looks like a dingy old sweatshirt that I've had for years. Pretty disappointed overall with the quality and upset I spent the money on this.",1,DANCER,25-34,"Scuba Hoodie
Light Cotton Fleece"
815,"This is the 3rd scuba hoodie I purchased through Lulu, and I have many other Lulu items...I always following the care instruction, however, I am so sad that this one shrunk after 1 wash...I am very disappointed, perhaps the materials have changed this season?",1,RUNNER,35-44,"Scuba Hoodie
Light Cotton Fleece"
816,I have several of these hoodies but when I received the serene blue in the mail today in my normal size 10 it looked small. I tried it on and I’d swear it was a 6 NOT a 10 as the size read. If this is the color you want you might try it on before you buy it. Maybe this was a fluke buts it’s not consistent with my other size 10’s.,4,SWEATY GENERALIST,45-54,"Scuba Hoodie
Light Cotton Fleece"
817,"I don't understand all the negative reviews. This is so comfy and the new pastel colors are gorgeous. I love it. The darker colors do look a bit faded so I'll stick to the lighter ones. It's so comfy. Now, I just hope it stays cool in LA for me to keep wearing it for a while.",4,YOGI,35-44,"Scuba Hoodie
Light Cotton Fleece"
818,"I should have read the reviews prior to purchasing this product. I absolutely love the Scuba hoodie and love the pattern on this one in particular. But, that being said, it is very form fitting and after washing paying close attention to the care instructions, it shrunk. Now it is unwearable. :(",2,RUNNER,35-44,"Scuba Hoodie
Light Cotton Fleece"
819,"I love the fit and comfort of this jacket. It's great staple piece which is why I bought it in black. However, its only been worn and washed a few times yet the color has faded pretty substantially. For the price, I can't justify the fading. Very upset and just wish I had bought it in a different color.
I recommend the jacket, but not the black color.",3,,,"Scuba Hoodie
Light Cotton Fleece"
820,"I have been a loyal customer to Lululemon for a really long time, I have always LOVED their scuba hoodies through the years. I have especially fallen in love with this new design, so I decided to update some of my ""older"" scuba hoodies and purchase new ones!",3,SWEATY GENERALIST,25-34,"Scuba Hoodie
Light Cotton Fleece"
821,"Scuba Hoodies have been my go-to for years as they're warm, cozy and fit great however purchased the black and have only washed it a couple times and it is already completely faded especially around the seams. Willing to pay the price if they last but too pricey for colour to totally fade after washing only a couple times.",3,SWEATY GENERALIST,25-34,"Scuba Hoodie
Light Cotton Fleece"
822,"I bought this in the hydrangea blue and it's my new favorite hoodie! It's super soft but still fitted enough that it's flattering, and the inside is lined with a soft material.",5,SWEATY GENERALIST,25-34,"Scuba Hoodie
Light Cotton Fleece"
823,"I love this hoody, but even when you follow the instructions it tends to shrink! I feel that this hoody is already snug and after one wash, it shrunk to where it was above my bottom. I initially bought this hoody so that I could wear with my yoga pants and not be completely ""exposed"". I do love the colors selection, I just wish that after having spent $120 that my hoody didn't shrink!",2,SWEATY GENERALIST,45-54,"Scuba Hoodie
Light Cotton Fleece"
824,I bought this hoodie for my wife for Christmas. It really looks good but she washed it twice and it already lost the dark blue color. Now it looks more grayish-blue. Very disappointed for such an expensive hoodie. Wished it would have lasted longer as it looked great.,1,RUNNER,25-34,"Scuba Hoodie
Light Cotton Fleece"
825,"I love this sweater. It fits true to size and is extremely cozy and the paneling on the sides allows it to move with you. It is extremely versatile and I wear it to and from the gym, for outdoor activities, and running errands.",5,CYCLIST,25-34,"Scuba Hoodie
Light Cotton Fleece"
826,"Perfect those winter days when you just need to warm up! Absolutely love the dark olive colour, its so classy! Super warm and soft.",5,RUNNER,18-24,"Scuba Hoodie
Light Cotton Fleece"
827,"So I bought this about a year ago from the store on clearance for $89, I have worn it probably once a month, with a few other times here and there and I just feel like it's really worn out. I was disappointed with the fabric, as I have earlier versions of the Scuba that I LOVE LOVE LOVE, but I just feel like the newer versions aren't as up to snuff. The side panels are stretched out weird (and I wear mine kind of baggy so it's not like it's a tight fit), and the bottom band stretched out too and now rides up. I am a LLL enthusiast and I literally have my own LLL hamper and I wash all the clothes very delicately and hang to dry, so I know I used this thing, but I feel like not enough for the deterioration in the structure of the jacket. I also have issues getting it zipped often, like the zipper is not good quality either, which then wrecked the pully, which isn't the end of the world but kind of disappointed.",3,YOGI,25-34,"Scuba Hoodie
Light Cotton Fleece"
828,I received this hoodie for Christmas after already owning several other Scuba's. The material is so soft but sturdy enough to keep you warm in winter wind. I love it!,5,YOGI,25-34,"Scuba Hoodie
Light Cotton Fleece"
829,Bought this $118 sweatshirt for Christmas. Have worn it 3 times. The teeth on the zipper have fallen off around the chest. It’s in brand new condition. Very dissappointed.,1,,,"Scuba Hoodie
Light Cotton Fleece"
830,"I purchased this sweater online thinking it would have the same quality as all of my other lulu stuff. I immediately returned it. I know this is supposed to be a 'lighter' version of the regular, thick, scuba hoodie, but it feels very cheap. It is super light, not warm, and doesn't have a great shape to it. For the high price, I would expect the material to be more luxurious and not like a $40 gap sweatshirt.",1,,25-34,"Scuba Hoodie
Light Cotton Fleece"
831,"I bought the grey hoodie in a size 12 from the Southgate location in Edmonton. I am super disappointed. I bought the hoodie a week ago and put it through the wash for the first time last night, following all of the washing instructions and using laundry soap that has no dyes or scent, and my jacket came out faded. Not a uniform faded but faded in different parts of the jacket. Im super bummed out now because i paid 120 for a nice hoodie to wear on colder days and now i cant really wear it because it looks sloppy and ugly.",1,SWEATY GENERALIST,18-24,"Scuba Hoodie
Light Cotton Fleece"
832,"I am a BIG scuba hoodie fan. This would be my third, my last one held up for like 5 years. After one wash, per Lululemon instructions, it is faded and looks awful. I am really disappointed in the quality of some of my favorite items that have been ""updated"".",2,YOGI,25-34,"Scuba Hoodie
Light Cotton Fleece"
833,"I received this hoodie as a gift and really want to love it since it's so stylish, however the quality is SO disappointing! I washed the hoodie as the instructions stated and the hoodie faded SO badly; it looks like I've owned the hoodie for years and it's been two weeks. The left front also started piling. I wouldn't recommend this hoodie especially with the price tag.",2,SWEATY GENERALIST,25-34,"Scuba Hoodie
Light Cotton Fleece"
834,"I was absolutely in love with this hoodie for about 3 weeks! It was comfortable, cute, and perfect to wear to and from the gym or just around town. Then the bottom zipper box fell off while I was walking around the house. As far as I can tell this is irreparable other than a total zipper replacement, which is totally crazy considering I just got it! I'm really disappointed in the quality, and I expected more, especially for the price.",2,SWEATY GENERALIST,18-24,"Scuba Hoodie
Light Cotton Fleece"
835,"I'm a LLL newbie, just started wearing their products within the last year. So far I've been thrilled with everything. So happy with their clothing that I'm slowly transitioning my entire wardrobe into a LLL capsule collection. I have 3 scubas that I rotate through the week, wearing no other hoodie. I wear these all day, every day. They keep me warm in the well below freezing temps when skating or walking, but also don't become overly heated when I'm busy doing things indoors - work, shopping, etc... As I wear a scuba everyday and have 3 that I rotate through, I wash them very regularly. I turn them inside out, zip them up, use cold water, tide free detergent, hang dry and have had no issues with fading, stretching, piling, or anything. They continue to look brand new and I feel pulled together in them. I feel they are acceptable attire in any situation I find myself in as they do look so good and hold their shape etc...through the day. As I said, I'm a LLL newbie so I can't compare them to any past versions, but I absolutely love the Scuba Hoodie IV. My sizes are all over the map so I can't offer much assistance - I wear a 4 in the Scubas, 6 in the Swiftly, 4 or 6 in WU pants, and 2 in Studio Pants. The size 4 scuba fits nicely with a swiftly underneath, not too tight in the body. I do agree with the other reviewers that the cuffs can't be pulled up to the elbow, but I think that might help the hoodie keep it's shape so nicely.",5,SWEATY GENERALIST,35-44,"Scuba Hoodie
Light Cotton Fleece"
836,I like this hoodie except that the wrists don't have any stretch and I can't roll up the sleeves at all.,3,SWEATY GENERALIST,25-34,"Scuba Hoodie
Light Cotton Fleece"
837,I am a long time LuLu wearer. Have several scuba hoodies. Disappointed in this one after one washing. I always air dry my LuLu clothing. The shape has changed as well as the colour has faded. I do not feel comfortable wearing it as it does not fit properly or look great due to the fading. I really want to love this but just can't.,2,SWEATY GENERALIST,45-54,"Scuba Hoodie
Light Cotton Fleece"
838,"I love the Scuba Hoodies. I just bought the coral color. After one wash the top and bottom are two different colors. The main part looks dirty while the bottom is still bright pink. I'm disappointed, I can't wear it anymore. Now I'm afraid to buy another one of my favorite sweatshirts!",2,RUNNER,25-34,"Scuba Hoodie
Light Cotton Fleece"
839,This is my 3rd scuba jacket. It is perfect to wear after a workout. It is a bit fitted so I would size up. Flattering and very comfortable to wear.,4,DANCER,,"Scuba Hoodie
Light Cotton Fleece"
840,"I bought this sweater in dark olive - in my regular size 8, it is very short compared to my other Scuba hoodies. Also after one wash (hang to dry) the color is beginning to fade. Disappointed in quality compared to my other lulu hoodies.",3,RUNNER,25-34,"Scuba Hoodie
Light Cotton Fleece"
841,"I have to admit that I do own more than one of these because I do LOVE them! In general they are very comfortable, the high zipper in the front provides shielding on your neck when it's cold out and the hood is big enough to actually be worn as one. My debacle is with what happened after washing... I always wash my LuLu to the 'care instructions' (because when you spend as much money as we do - we should probably care for them like we care about them). I wash on gentle cycle and wash only my LuLus together since I don't want other clothes that might be too abrasive to chafe against the material. I also only hang dry or lay flat to dry, being sure to turn it over to make sure it dries in completion. As my review title indicates, I LOVE my scubas, but they dry very stiffly so the first wear or two you have to work the material back to softness. Not terrible... but something to know. One of my Scubas has just not held up, the logo design which 'shapes' the jacket looks as if the threading shrank in the wash and has created a weird 'crinkling' along the design. It's just so unattractive now. What I love about LuLu is the lines and the sleekness of their gear... but this jacket just didn't maintain it's shape which is very disappointing given the cost.",3,YOGI,25-34,"Scuba Hoodie
Light Cotton Fleece"
842,"My boyfriend brought me your Scuba Hoodie Light Cotton Fleece at the Richmond centre lululemon location two months ago.
I have washed it twice, and the bottom stop and insertion pin of the zipper has broken off. I tried to take it off and it broke some of the zipper teeth.
I am very disappointed as i thought lululemon was supposed to be a great product. Seeing as I have washed your Scuba Hoodie Light Cotton Fleece twice and had the zipper stopper pin break off and the teeth break off when trying to take the hoodie off. It is not such a great product. :'(",2,,25-34,"Scuba Hoodie
Light Cotton Fleece"
843,I bought a size 8 that I normally buy. It's very snug. I bought a size 10 and it fits loose but very comfy. I can now easily layer it. The colour Blazer Blue is so pretty!! I'd say it's almost a purple in colour. I loved it so much I bought a navy and white one. I have a feeling this will be a hoodie I wear a lot. So happy I bought it.,5,SWEATY GENERALIST,45-54,"Scuba Hoodie
Light Cotton Fleece"
844,"Originally loved this hoodie the first time I wore it. After washing once, it looks extremely old, faded, and worn. Disappointed because my regular lululemon gear does NOT perform like this. Definitely will not be recommending this specific item because I have wasted my money.",1,DANCER,18-24,"Scuba Hoodie
Light Cotton Fleece"
845,"Love love love the scuba hoodie in general, finally 'sweatwear' that makes you feel and look sexy.",4,SWEATY GENERALIST,25-34,"Scuba Hoodie
Light Cotton Fleece"
846,"I received this hoodie as a gift. After the first few washes the pilling became out of control (I wash ALL my Lulu items according to instruction and NEVER dry).The sweater now looks like I've owned it for years and I've only had it for a few weeks (since Christmas).
Very sad since it is extremely comfortable and super stylish.,
The quality is just not there on this one.
I own a lot of Lulu and actually prefer this scuba to the previous versions. Unfortunately for the price point, I don't think I'll be getting another one :(",2,RUNNER,25-34,"Scuba Hoodie
Light Cotton Fleece"
847,"So I tried the size 6 in store, and it was too loose. I was in a hurry and grabbed the 4, next size down, my usual LuLuLemon size in shirts, which I stupidly did not try on. MISTAKE. It fits so crazy tight around my arms and I legitimately can't wear a long sleeve shirt under the jacket or my arms will look like Vienna sausages trying to escape... There is no stretch and I have difficulty bending my arms in it. The size jump between the 6 and 4 was unbelievable!
If a jacket is almost $120, it shouldn't be painful to wear and I feel like the girl who is telling herself she's a different size then she actually is. It's warm for sure and everything else fits fine, it's just those sleeves. I'm just sad I can't return it at this point as I've been wearing it in an attempt to stretch it out.",1,RUNNER,18-24,"Scuba Hoodie
Light Cotton Fleece"
848,"I have the ORIGINAL scuba hoodie that I bought at least 6-7 years ago. Its nice and heavy. Holds it's shape. The black is vibrant! The hoodie has the original Lululemon emblem. The front zipper has the Lululemon toggle. It keeps you so warm on a very cold day. This new scuba hoodie is basically a zip up sweatshirt with a hood. Not a fan at all! When I wore mine into the store recently the employee's were complimenting me on MY scuba hoodie and so were the customer's! PLEASE LULULEMON re-make the original scuba hoodie!!! I wish I had bought more than one back in the day. If I had known that they were going to change it to this, I would have. If you have an original, take good care of it. If you're just wanting a ""sweatshirt"" jacket then the new scuba hoodie is for you. I LOVE everything Lululemon. Love new styles but the scuba hoodie should have stayed the same!",1,SWEATY GENERALIST,45-54,"Scuba Hoodie
Light Cotton Fleece"
849,It was super cute and stylish until I washed it. After one wash I noticed color fading around the zipper and sleeve. Extremely disappointed considering the price.,1,SWEATY GENERALIST,18-24,"Scuba Hoodie
Light Cotton Fleece"
850,"I've owned several scuba hoodie's throughout the years ( i still have them!). This one seems to be my favorite. The hoodie it self is larger, perfect for ponytails or buns. It has an extra pocket on the inside to hold my phone. I own the iPhone X which is a bit larger than the regular and it fits great. The pockets are larger as well. It has a hole for headphone cord (which I don't need but it's awesome that is has them). It is definitely fitted which creates nice shape around the waist. I can wear my Runderful LS underneath no problem. They do run tight, so if you would like more wiggle room, go a size up. Soft fabric. Overall, I think it's an upgrade from previous hoodies.",5,SWEATY GENERALIST,25-34,"Scuba Hoodie
Light Cotton Fleece"
851,I love the the Floral Flocking on the Scuba Cotton Hoodie. So far after one washing it is holding up well. I was nervous. the hoodie is comfortable for the most part. I love the length. the body fit very well and true to size in lulu products. I wish the wrist were slightly bigger.,4,SWEATY GENERALIST,25-34,"Scuba Hoodie
Light Cotton Fleece"
852,"Every few years I get a new scuba, and they're all slightly different. I really like this version! It's longer, slim, and has that nice fluffy fleece interior, as well as TWO pockets-inside-the-pocket to keep keys, chapstick, etc from falling out, and a spot in the pocket to thread headphone cords. Keep in mind that this fabric appears to have two-way stretch, not four, so I can't push the cuffs up to my elbows, but the fabric feels really stable and unlikely to stretch out. (And yes there's a ribbed panel on the sides to let it fit snugly through the midsection.) Because of this it might be good to size up if you're between sizes for a looser and comfier fit. I usually get 8s in tops that I wear on their own and occasionally 10s in outerwear or layering tops, I got this in a 10 and it's perfection.",5,SWEATY GENERALIST,25-34,"Scuba Hoodie
Light Cotton Fleece"
853,"I bought the vivid flame color as represented on the website was a bright cherry red. However, in reality it is an almost bright coral orange. My barre instructor immediately said, ""I love the orange hoodie!"" I contemplated returning it as the color was way off from the photo, but the fit is great, it's warm and very comfortable. I'll keep it, but still dislike the color.",4,SWEATY GENERALIST,35-44,"Scuba Hoodie
Light Cotton Fleece"
854,Great sweater! I’d say more a medium weight hoodie. Fit is perfect and true to size.,4,SWEATY GENERALIST,35-44,"Scuba Hoodie
Light Cotton Fleece"
855,"I train daily. And a daily jacket is a must since the wheather is a bit cold. This is so comfortable, and the extra large hoodie is perfect for those rainy days and blocking the wind. worth it! will wear this until it falls apart!",5,SWEATY GENERALIST,35-44,"Scuba Hoodie
Light Cotton Fleece"
856,"I love this jacket and got it for Christmas this year and after about 2 wears in an extremely casual, non workout setting I noticed that the top part of the zipper has completely ripped off. for $120 jacket, I would expect the zipper to stay.",2,SWEATY GENERALIST,18-24,"Scuba Hoodie
Light Cotton Fleece"
857,"Got my first scuba when they first came out - it has held up SO well, and I wear it all the time- to-and-from the gym/yoga studio, when I'm training my clients, lounging around, coffee dates, etc. The comfort and coziness are perfect for me. I love the length in the torso and the sleeves (5'8"") and the high/funnel neck when zipped. HIGHLY recommend. I'll be buying my second soon!",5,SWEATY GENERALIST,25-34,"Scuba Hoodie
Light Cotton Fleece"
858,"Asked for this jacket for my birthday. Was very excited when I got it, but after the very first wash the jacket came out with weird spotting on the sleeves and the zipper completely broke off. I have never had a problem with any other lulu jacket breaking or spotting like this one has. Since it was a gift I do not have a receipt but hopefully the store will allow me to return it.",1,SWEATY GENERALIST,18-24,"Scuba Hoodie
Light Cotton Fleece"
859,"I did a product search by color and this scuba hoodie came up in vivid flame. it looked like the perfect color, but as other reviewers have stated, it turned out to be a muted orange, not even close to red. I was specifically looking for a red jacket to wear to my kid's sporting events, so I will have to return this jacket.",2,,,"Scuba Hoodie
Light Cotton Fleece"
860,"I loved this hoodie...I bought it in grey and loved the fit and overall look. However, after one wash I noticed these yellowish spots on the sleeve, hood, and shoulder. I thought it was something I did wrong laundry-wise (even though I always wash according to directions), but I just read two other reviews stating the same thing happened to theirs? Weird and definitely disappointing :(",3,SWEATY GENERALIST,35-44,"Scuba Hoodie
Light Cotton Fleece"
861,"Absolutely perfect except, according to an ""educator"": the print runs smaller than the solid colors which I was told upon returning - Tried on the Heathered Core Light Grey/Silver Drop in a size 2 in store and it was perfect with room to spare- ordered the camo and it was too small across the upper back- extending arms frontward created a very noticeable pull across the upper back- although the chest area remained perfect. The length of the sleeves were good but on the tight side in the camo in my TTS. It's very flattering though. Thinking about sizing up.",4,SWEATY GENERALIST,,"Scuba Hoodie
Light Cotton Fleece"
862,"I swooned at the vivid flame Scuba which looks like a bright red online, but it is a dark tangerine color in person. The jacket is okay, but the color is not at all like what is depicted online so sadly this one is going back.",3,SWEATY GENERALIST,35-44,"Scuba Hoodie
Light Cotton Fleece"
863,I miss the old scuba hoodies. This new fit/fabric is not great at all. Why fix what isn't broken Lulu?,1,SWEATY GENERALIST,25-34,"Scuba Hoodie
Light Cotton Fleece"
864,"Fits like a dream.
Not too tight around the wrists. Can be worn year round (in NY)",5,SWEATY GENERALIST,35-44,"Scuba Hoodie
Light Cotton Fleece"
865,"The hooded jacket is lovely, however it was already damaged when it arrived.
I ordered the item online, it came and I tried it on and was a perfect fit so I took the tags off it and started to wear it. Only to notice a couple of hours later that there is hole in the sleeve where stitching has come undone, which I hadn't seen before.
I reached out to Lululemon on chat and was told that I could return the item for store credit (not a refund) however the jacket is no longer available in my size, colour or price so I couldn't exchange the jacket.
Most companies give a % discount or credit for future if an item is damaged but not Lululemon.
I usually rave about Lululemon clothing but this time I'm disappointed in this 'quality' brand for not sticking by it's quality and not trying to go above and beyond for the customer.",2,RUNNER,25-34,"Scuba Hoodie
Light Cotton Fleece"
866,"Would recommend sizing up, it fits tight, especially around the wrists, but pretty much all Lulu long sleeves/sweatshirts are like that. Other than that love the deep hood and comfortability- perfect fabric thickness. BTW I'm 5'7"" 125 lbs and got a size 6.",4,RUNNER,UNDER 18,"Scuba Hoodie
Light Cotton Fleece"
867,Love this coat definitely a 10/10,5,RUNNER,UNDER 18,"Scuba Hoodie
Light Cotton Fleece"
868,Received this for Christmas. Got the heathered white. Washed ONCE as instructed and these weird spots appeared throughout the fabric. It is now unwearable. I don't even really know what to say it was so strange. Like something completely strange happened to the fabric.,1,SWEATY GENERALIST,25-34,"Scuba Hoodie
Light Cotton Fleece"
869,"I ordered this because I thought it was red, its not. Its orange. The picture is very misleading and needs to be corrected. I like the hoodie and have it in other colors but will be returning it because its orange.",3,SWEATY GENERALIST,25-34,"Scuba Hoodie
Light Cotton Fleece"
870,"I think the name has changed from Scuba hoodie IV to Scuba Hoodie light cotton fleece. Perhaps the name is changed because of a different material than the III. Last year in October, I purchased the III and I must say that material feels better than the IV (or light cotton fleece). Also sizing around the shoulders/upper back is not completely consistent. Same size feels much tighter in the IV than the III. I like the hoodie, but the III is still my favourite.",4,SWEATY GENERALIST,25-34,"Scuba Hoodie
Light Cotton Fleece"
871,I was hesitant to buy this hoodie based off the negative reviews but decided to do it anyway and haven`t regretted it! It`s really nice and cozy and good for layering. I`ve hand washed it in cold water method and also put it through the washing machine in cold water and everything is still good as new. I got the garnet color and have not experienced any fading. I`m considering buying another one in a more neutral color,5,SWEATY GENERALIST,18-24,"Scuba Hoodie
Light Cotton Fleece"
872,"I bought this thinking it would be red, or a least close to red. Don't be fooled by online photos. It is orange - pumpkin orange. Not what I wanted at all. The sweater itself is very very soft and had it been the right colour I would have kept it.",3,SWEATY GENERALIST,25-34,"Scuba Hoodie
Light Cotton Fleece"
873,"Hoodie is not even a month old and after washing it, started to have spots. Followed washing instructions to a T, contacted customer Service and was told this was not a ""manufacturer defect""
I've owned A LOT of Scubas and this has never happened and it so happened to be one of the newer ones which I never had bought before. NEVER AGAIN.
Worst Customer Service.",1,SWEATY GENERALIST,25-34,"Scuba Hoodie
Light Cotton Fleece"
874,"Nice jacket but beware. Lulu has terrible customer service. Purchased this hoodie online and when it arrived it must have been a ‘seconds’. When I reached out to Lulu via chat and phone they were unwilling to do anything since the color and size I originally ordered is no longer available. Most stores give a 15% credit for ‘damaged’ merchandise. Not lulu. Buy as is for the prices they set (a tad high in my opinion).
Unfortunately I don’t live near a lulu store. Suggest not buying garments online. That is where they get rid of the defective merchandise.
Very disappointed with lulu.",1,,,"Scuba Hoodie
Light Cotton Fleece"
875,Ordered this hoodie in my usual size and it's like a totally different Scuba Hoodie. It's bigger and longer. Really disappointed that they changed the design. Wish I knew this before ordering online.,1,SWEATY GENERALIST,35-44,"Scuba Hoodie
Light Cotton Fleece"
